reviewText,pos_score,neg_score,sentiment
little hesitant first ordering case due fact defender case super bulky past much surprise otterbox defender series case come long way since contemplated ordering one year ago case extremely thin protection seems offer build quality superb protect phone well love built screen protector opposed trying line sticky screen protector cheaper case price seems fair well paid amazon ordered directly otterbox cost around moreat time post lifeproof case released huge deciding factor choosing otterbox lifeproof mixed review lifeproof case received echoing people try talk youthe belt clip seems nice lock case place realistically ill never use keep phone pocket button seem stiff ive read common first otterbox casesoverall case little pricey costing phone cost contract renewal feel definitely worth especially consider alternative paying full price broke middle contract lifeproof cost moreill try update review accordingly time progressesupdate ive case little month still really like ive taken phone time since purchasing clean dust reset phone pulling battery easy quick remove case definitely protected phone toddler destructive way numerous occasion problem ive noticed sometimes case button slip phone button try adjust volume big deal hit button work correctlythe screen protector still smooth finger able glide across effortlessly nice since addicted phone use almost nonstopive talked several coworkers friend purchasing case far havent complaint,0.233,0.055,0
handy cord bag use charge nexus well connect problem mine little tangling trying retract however found problem cord springloaded axle,0.086,0.22,1
bought charge nexus device maintain constant connection plugged nexus using cable charging notification flicker suggesting constantly losing connection reconnecting doesnt happen micro usb cable ive used,0.0,0.094,1
got week later whole order plus water tab missing wrapper loose like must really got wet charged whole day never reached maximum charge close win losse,0.184,0.23,1
used get usb cable fit like idea charging phone another battery time,0.333,0.0,0
excellent price spare replacement headset certain sony ericsson phone headphone inear kind sound better inexpensive phone trinket although phone bought standby service still headphone part separate mic proprietary dongle use daily casual music listening player connected phone call quality good mic reasonably sensitive,0.312,0.0,0
tend wear leather case pretty quick due abuse take hip price cannot beat,0.174,0.228,1
pretty comfortable case fit phone well would nice power button little accessible dont see problem reception far,0.595,0.0,0
ear pec good like prop old movie syfy star trak,0.403,0.0,0
price doubt oem got used seems like using week encountered problem,0.159,0.331,1
nice quality glad took time look many item offered buying one nice worth price accessory socket fit good snug almost feel like lock place kind configuration market one handle slightly higher usb output needed iphones ipads yet still work electronics htc thunderbolt jawbone like idea mount optional tab screw included choose wont disappointed item month later much love feature look product surprised replace due malfunction looked failed found plug used plug vehicle power source failed internally broken solder joint inside plug issue considered repairing plug possible without removing seal around cord enters plug guess could cut plug wire directly wanted thats pain awesome resolution changing feedback reflect displeasure defect seller contacted issued full refund unit without even asking cant beat,0.235,0.122,0
bought battery replacement weak battery blackberry purchased amazon merchant webtreo delivery prompt battery look identical oem battery came blackberry using new battery three week without problem appears oem battery fraction price would pay att battery,0.101,0.11,1
browsing kind portable battery charger chose new trent itorch battery charger start looked attractive ultra portable little heavy expected mah battery day received came charge used dead htc one giving full charge still working like hero like indicator show much charge left device plus come usb cable use charge charge phone put pocket phone charging wont even know dont really use laser flashlight must youre camping need use phone without worry dead battery,0.213,0.093,0
pro price ease pairing sound quality battery lifecons painful extended time min hard tell,0.14,0.242,1
love bluetooth system three reason easily switched right left ear whereas ive seen ear piece work one ear difficult change ear switch ear extremely easy adjustment love headset mono stereo depending whether attach ear piece stereo headset always dual earpiece love connect two device connected ipod motorola work part automatically depending device youre usingthe sound quality good people ive spoken say head well toonegatives connecting two device often reset headset get connect phone used ipod eventually realized work better connected one device plastic piece wrap behind ear fall connecting hole easily hard put back wish planted betteroverall love bluetooth ive bought set theyre production wanted spare brother saw use bought one iphone like well,0.28,0.027,0
absolute steal come case rubbery case great shape thin enough provide great protection without adding lot bulk already large phone con button arent responsive would like wonderful caseupdate unfortunately inability feel volume unlock button little much overcome get rid still bad dont mind getting used feel,0.183,0.247,1
keep eye road focus always bei use front corner side window drivingthat way never take hand wheel,0.0,0.141,1
currently use whole house telephone system tried twice past never seemed benefit work successfully back software upgrade currently used purchase apparently made differencei used voip internet connected phone system rather old wired system att technically called pot comcast example service phone bundled package year network local comcast issue gave technology favor full usage cell phone xtreme practical choice given available budgeti improved performance local cell signal purchasing home repeater system assuring functionality bluetooth technology connected output base wireless phone system whole house phone system working without bug year voip service without wired cost att verizon charge assuming still find real wired service anymore havent looked back,0.101,0.022,0
looking oem replacementthis work good orginal battery maybe even better newer one came phone,0.326,0.0,0
case real deal oem case case turn phone,0.0,0.0,0
durable case drop phone lot case got scratched sure still work fine onlt complaint difficult take,0.187,0.311,1
picture item wrong received broken case surround screen ugly mei recommend,0.132,0.5,1
figured price good true got didnt even work iphone ipod,0.416,0.0,0
came timely manner though little worried reading one review problem,0.0,0.365,1
work well provides enough power light bright night car wish sold one red light well would also nice add secondary usb port instead light,0.399,0.0,0
use htc evo lte spend alot time outdoors itorch longer worry gps running battery dead also find vary helpful charging worry plugged wall car charger included case helpful keep charger usb cable together used bluetooth also worked great amp put charge quicker wall charger came phone itorch charger get full charge phonepros size easy use light weightcons turn led light turn charger,0.162,0.13,0
dont like stick simple case rubber loose cant complain didnt pay much,0.134,0.358,1
bought two high quality easy use like,0.519,0.0,0
took little two week come ring split look exactly like picture count also say ten got sixteen split ring little thin good price,0.196,0.0,0
like clean sleek look didnt last broke week buy,0.557,0.0,0
turn already ordered one two nothing didnt really need thanks,0.0,0.225,1
originally ordered jawbone lot problem mostly people called complaining feedback switched motorola oasis alleviated problem also much comfortable wear earbud adjustable angle ear really like disconnectanswer button boom would buy,0.159,0.188,1
liked idea cover silicone soft arrived flexible fit phone waste shipping worst part bought day problem purchased one getting another one,0.226,0.302,1
gift cannot review well work say shipped quickly inexpensive thought would rubber one hard plastic see well work though cannot complain much spent le would cost least mall cell phone store,0.139,0.14,1
perfect work great still working lot use seems charge really fast look see working blue light night distraction either,0.295,0.098,0
paired iphone pipe audio headset keyboard click sound everything ipod app disable soon get call reverts back occasion phone make sound incoming call ringing piping ringtone headset completely utterly unacceptable stupid going back plantronics nownow jawbone websiteapp disable adp behavior cease thats probably one main reason bought expensive headset right stream music audiobooks headset adp must turn major much desired feature order basic expected functionality everything elsetotal fail,0.027,0.143,1
use adapter connecting player car stereo occasion retractable compact store glove compartemnt needed never fails rewind,0.135,0.0,0
amazon sent spanish version plastic bag instead motorola packaging spec item seems work fine far ive limited use date thoughfor samsung epic htc evo,0.133,0.072,0
ive decided remove page long review here short battery last approx time long default battery know people claim getting day use squeeze day decent use needed since charge night anywaysome thing note battery life ive told seido online tech support chat client charge let thing discharge completely thing memory combined people say willcharge thing hour begin withlearn batterysaving tip counterintuitiveg data transfer seems take juice far teststurn wifi available data going wifi us much le power data transmittiing foot opposed quarter mile youre email synch downloading stuff syncing fbtwitter probably leave offturn automatic taskkillers dont help suggest task killer running program behave background unless root phone youre going able remove sprint bloatwareg idea cant tell drain battery significantly pay extra month bar go wind blowsgps leave leave youre going notice difference except program need gps coordinateshaptic feedback vibrating press key turn texting dont know pressed key looking screen probably helping much anyway know much juice save thats little motor spin vibrate phone gotta somethingwith wifi gps playing around movie angry bird word feud texting twitter email sync get hour notice thing swith gps wifi really suck area reason minute call every hour tweeting facebook email sync couple youtube video get average battery drain per hour roughly hour useyour mileage may vary would love know get battery life reviewer turned everything even airplane mode pull hour nowhere near day worth life claimedfor record ive tried auto task killer seem help thing sluggish help battery ive tried juiceminder gave battery longer work probably long fun story causing phone sluggish second waking worth itso yeah leaving gps wifi time home work charging thing except night around access point turn wifi sure much help gps application seem drain battery fastest google map earth sat mode use buttload data usually going put nonsatview mode,0.065,0.12,1
love type headset use one work every day got one home hate thing ear quality overthehead type keep everything belongs wear hour pain irritation comfortable lightweight doesnt even mess hair includes leatherette cup ear speaker usually dont even use finding comfortable even without convert ear hook type also dont find useful inline volume control mute nice although bit large heavy great sound quality,0.232,0.149,0
purchased two pair headphone past year first pair replaced twice warranty time exact problem would lose sound one channel caused weak connection jack cord cord got bent around unavoidable would eventually short one stereo channel luckily headphone come good warranty replaced time third time happened bought another pairon headphone performance sound excellent noise isolation even better block rest world easily good since ride noisy commuter train every day inline iphonesmart phone control work wonderfully microphone headset good job picking voice blocking background noise,0.224,0.164,0
seems standard case good traveling holding large phone minimal case interference would recommend others seems normal case nothing special complaint,0.285,0.088,0
first blackberry got along without time idea earpiece quality sound great speaker phone sound great microphone sound great overall layout quite genius love programmable feature bluetooth accessory must web browsing edge technology surprisingly fast text message often keyboard autotext feature amazing literally send text message time faster used live email client order placed email receiving instantly important running back office home check order highly recommend product,0.321,0.0,0
thought need thesebut turned dontbut good case need one day,0.244,0.0,0
motorola quality bargin price consider fantastic buy ordered wife one would give product,0.231,0.0,0
reviewing favorite part product came described screen protector individually packed sleeve lint cleaning cloth although didnt bother cloth didnt even put thing screeni already screen protector needed another one cut put apple logo since exposed opted buy screen protector shield truth told protector bubble used one first get one small piece lint problem used piece tape lift another piece tape remove lint another note didnt sticky residue people commented aboutthe part negative reviewer fail applying seriously need look video applying screen protector dont watch one watch several protector least practice first onepatience keyi happy use screen protector need replaced,0.096,0.13,1
cable construction solid least good oem work evo bought extra leave officewish made one cable time using hook computer charge,0.072,0.162,1
please waste money product purchased thinking would quick solution critically low power expect much five dollar price tag however using phone multiple occasion could barely keep phone normal load launching browser watching videowhether unit defective know say four light supposed full charge half hour use already drained light barely charged phone regard design expect device fit phone case without physically hold phone unit together letting almost surely result receiving chargei also tried without case small movement cause product disconnectif looking type dependable battery backup unit reminds putting battery freezer last bit juice fizzle quickly,0.091,0.111,1
bought cassette adapter replace old one who cord got ripped half stuck door get better sound one one originally bought twice pricethe best part cassette adapter cord coiled stretched super long probably least foot although checked yet tension applied normal use storage cord foot long keep getting stuck thing like car door wrapped around steering wheel getting tangled old adapter didi pleasantly surprised adapter got money worth,0.244,0.075,0
bought security system work like original one go bad battery ill get another right,0.32,0.28,0
ordered husband one white satisfied product us regularly,0.286,0.0,0
phone good price really want good mobile email solution get sidekick iipositivethe good sound quality absolutely fantastic sound quality use bluetooth headset tzones service inexpensive way gain access pop email account keyboard download picture computer using bluetooth connection using macnegativethe builtin email software poorly designed sloooo requires way many key click accomplish common task common email command buried menu least common command occupy prime spot someone didnt think enough take click delete message thats much dont take advantage keyboard enough keyboard delete key cant use delete message thats waste likewise scroll email onelineatatime use space bar quick scroller like outlook issue command use menu arrow key assigned letter number key menu command navigate quickly single keypresses old sonyericsson phone featurethe case pretty perfectly symmetrical cant tell end feel alone keyboard slick cant dial feel either need look safety issue headset dial voiceso far battery doesnt last day belowaverage usethe best people want bluetooth primarily talk text use pop occasionally,0.224,0.034,0
usb end plug little bent fix pin end plug fit really snug work purpose thankfully,0.29,0.0,0
pad really help daughter cell phone keep falling car going around corner stopping keep middle console mini van doesnt stick surface thus fall open top console enough tackiness stay otherwise probably better way gluey residue left dont want longer,0.171,0.098,0
bought two one fit ear perfectly second unit take little time secure ear hook kind loose theyre plenty loud enough clear reception good range phone two room away people side call say couldnt tell headsetgreat performance considering price paid,0.341,0.044,0
kick local order monday morning said package would still arrive monday didnt believe figured ill pay doesnt arrive time ill get money back shipping cost mean come mile south hour later package come mile onto doorstep friend dedication one time commitment wowas far product go love plug stretchy spiral type doesnt hang around getting tangled foot driving way better last stupid cheap one bought best buy cord wore month sound quality really bad learn adjust volume properly everything expect cassette adapterin order get volume adjusted optimal sound quality without white noise tape player give adjust phone mobile music device volume keep plugged point use car volume amplify volumegood luck,0.205,0.065,0
sidekick better form factor competitor treo blackberry offering better comfortable keyboard like mini computer phone like fully multitask unlike palm download webpage check email chat aim time unlike palm interrupt process leave application sidekick aim yahoo messengeri like built camera find dont miss palm especially use intellisync sidekick sync contactcalendar information desktop computer never really liked stylus input palm anyway keyboard sidekick lot better blackberry unit nice however still find sidekick cool easier use better instant messaging capabilitiesmy slight complaint sidekick replaceble battery would much prefer able swap battery,0.281,0.074,0
screen protecter hurt eye outside glare give sun,0.0,0.327,1
cannot access volume button cover allow turn cut case,0.173,0.191,1
cord work okay dont know kinda charge item slow get job done,0.147,0.0,0
company sneaky use cheap low quality part place least likely notice microphone design nice speaker quality good hear clearly people cant hear welli several test calling voice mail without pop handset pop handset sound quality voice poor there lot noise hard make nuance expresson critical counseling phone sometimes even hard understand saying speaking without pop handset directly cell phone difference dramatic voice crystal clear microphone thing terriblei returning pop handset refund shame company shaving cost customer expense way hoped one would notice,0.138,0.155,1
update june paired device apple ipad sweet work perfectlythis really functional device use blackberry storm pro simple install small formfactor work exactly advertised stream music via reliable bluetooth connectioncons requires older format larger plug included need purchase separatelyblackberry folding blade usb charger blackberry port optical connection sound systemthe amazon product description need updated device work storm current model well older model listed product informationi believe handy device introduced really need updated address item listed con even recommend useful addition blackberry installation,0.138,0.0,0
loved stopped working wire connection somehow developed shortage always jiggling wire reestablish power,0.219,0.219,0
bought two husband he rough phone already broken one glad spare,0.199,0.205,1
choose five like product like idea light charger process recommend product yes,0.56,0.0,0
aokay hard remove inside housing want charge removing protective outer shell casing nothing say,0.088,0.095,1
bracketron product top notch already one car missus taken wanted one found best price amazon bought right away wife happy thanks,0.472,0.0,0
charging cable work adapter tried two different outlet car well boyfriend vehicle work next week heading multi hundred mile international road trip need vehicle charger work disappointed warned may work also samsung label sticker affixed properly charging adapter samsung packaging question whether actually samsung,0.043,0.108,1
much say build quality fantastic tassel come handy cable unit keep trashing several dozen miniusb cable collected year work car charger data sync cable fine far month ive got complains dont swap often sure sturdy hold moving one cable another figure keep dedicated one cable avoid plugin wear tear definitely buying recycle cablesthe little tassel brilliant idea wife phone still us miniusb use micro leave tied usb car charger swap depending need juice,0.169,0.092,0
little bluetooth transmitter berry work many product send music via bluetooth work seems great battery life boot drawback user replaceable battery since new thing golden please product,0.204,0.0,0
handy item stylus earphone keep dust away sure,0.247,0.0,0
absolutely worst screen protector ever used difficult move finger across screen feel like sticky substance face phone perhaps iphone one could use back front better one would stay away product rated,0.137,0.175,1
verizon wanted almost dollar battery got new would pay much,0.0,0.135,1
knowing wide range review product ordered anyway would return really didnt work outheres summary spent much two day trying every possible combination signal antenna location inside outside foot high foot high near window attic followed instruction kept base unit far away possible much vertical separation possible oriented base station antenna vertically horizontallynothing worked called wiex technical support recommendation buy additional directional antenna aim one specific tower decided didnt want spend risk still repeater work returned insteadnow detail quite bit background work live middle nice flat part silicon valley lack tower around house singlestory wood frame big building around hill att cell tower within mile found measured distance problem happen located almost exactly equidistant three tower apparently power adjusted dont overlap great deal word get three set signal none particularly strong depending specific condition moment time strongest signal come three tower random phone constantly hunting signal rarely get one strong longthe repeater us omnidirectional signal antenna word see three tower way phone varying relative signal strength constantly simply repeat mixed signal furthermore ratchet boost detects strong signal happens every easy see happening repeater cannot help situation fact make worse occasionally ratcheting boost happens get short burst strong signal end result cell reception better repeater without better different stuck often edge without often bar long line sight base station foot away beyond lost signalthe solution would appear use directional antenna aim one tower would potentially solve issue phone would hunt tower would get wildly varying signal strength think however ready make jump yet need researchi also impressed construction instruction want look option btw substantially expensive generally company offering longer track recordsthe omnidirectional signal antenna probably good product single dominant cell tower nearby case multiple equalstrength tower marginal strength help since wiex tech support knew problem immediately described situation appears aware imho mean make clearer limitation marketing material installation guide written promote idea throw stuff work isnt like thatthanks amazon returning easy,0.149,0.108,0
upset earlier today cell phone battery nearly totally dead charger car would phone far enough thought charger didnt work wasnt charging realized black plastic area close fit way hard case around took case charge work going try another charger charger house work cover dont want keep taking cover probably break much quicker,0.042,0.165,1
came broken damaged plastic case didnt bother buying another one like anything since case iphone need test dock person,0.178,0.235,1
put together nice tight dont worry losing whateve charm end would recommend using cell phone charm,0.605,0.0,0
picked battery charger amazon sale around buck device came attractively packaged fully charged battery life amazing output port charged phone completly recent road trip still enough charge another round input charge device microusb pretty much standard day come usb miniusb cable accept usb cable especially proprietary apple usb cable output embedded device red laser pointer used get cat room flashlight look cat scared little butt run hide sink thunderstorm vaccuum attack simply holding button cycle turning device flash light device quick press ignites laser pointerthe unit doesnt feel cheap moderately weighted according appearance really nice smell,0.154,0.102,0
tried small medium little earpiece adapter painful several hour wear hour day working definitely market comfortable unitwind audible highest volume net decent call absolutely background noise leaving message someone voicemail mean putting hand front face make sure sound directed microphoneinfinitely better jabra complete waste moneybottom line keep looking,0.237,0.089,0
item come handy need use google map iphone doesnt damage anything vehicle,0.193,0.0,0
moment put case pressed corner screen protects see edge coming know long would take case really ruin protector willing find left one day thinking would adjust loosen bit problem got worse case nice want sacrifice screen protector use,0.133,0.205,1
bought samsung galaxy vibrant would harder shell case think probably got defective case seemed though one side didnt close properly would closed properly would definately given star ended getting new phone wasnt worth returning,0.087,0.117,1
second blutooth earpiece ever owned never feel like fall ear doesnt hurt wear several hoursthe sound clear one end ever heard echo feed back use chocolate cellphone would buy gift others price right great value,0.322,0.046,0
tried different bluetooth headset always looking perfect trifecta order importance great audio transmission quality loud environment great audio reception loud enough click pop comfort plantronics score star comfort star audio reception star audio transmissionto fair today bluetooth headset never clear handset wired headset bluetooth headset sample khz audio sample per second wired headset phone sample khz audio sample per second today bluetooth headset always sound bit muffledthat said far bluetooth go plantronics quite well problem use blackberry quiet environment indoors car window audio transmission clear boom mic brings microphone closer mouth tiny inear headset microphone way ear microphone inch mouth compared inear microphone inch away closer distance lead better louder sound however noisy environment everyone ive talked find somewhat difficult hear sensitive microphone pick lot background noise people complained hear beeping checkout counter people chatting starbucks traffic noise hard focus saying disconnect headset talk directly phone say thats much better said least people make saying loud environment headset bluetooth headset ive used motorola loud environment render relatively soft voice completely unintelligibleaudio reception great youre close phone foot away start get click pop also fair number click use headset right ear keeping blackberry left pocket phone headset need side body seems clearest sound headset loud usually listen caller halfvolumein term comfort plantronics provides three style earbuds small medium triangleshaped larger one trying prefer mediumsized bud keep headset ear hour without discomfort sometimes forget wearing admittedly took figure put one hand soon got hang take second put hint hold earbudboommic section thumb middle finger lift bulky back section forefinger place earbud ear remove forefinger let back section naturally fall back behind ear sound complicated take getting used toi used complain small power button realized extremely easy press headset ear contrary popular belief rocker switch press try power wearing headset tricky find right angle need pressedso bottom line best bluetooth headset ever used taking business call home want sound clear possible either talk directly headset use wired headset boom microphone located inch mouth far bluetooth headset plantronics extremely convenient use walking town driving giving four star isnt perfect give fivestar rating perfection said continue use daily headset coming perfect trifecta audio transmission audio reception comfort almost certainly achieved plantronics,0.18,0.051,0
exactly ordered generic cable cord one lasted half year theyre decent,0.0,0.0,0
know cigarette lighter voltage vary low high output voltage might damaging least overheating handset happened bought charger overheating happened yet,0.0,0.231,1
wanted alternative something ear always fall drive perfect solution incredibly easy pair phone set found charging took time fit perfect visor talk long window rolled background sound minimal talk say hear fine keep eye focus road yet hear caller clear dayi like make noise turn offon dont forget leave hour exit car dont find blue flashing light distracting used however dont drive night often cant say much light situationthis easy device save ear annoyance regular bluetooth headset transferred car car easily used several phone onceyou cant wrong one work great,0.344,0.038,0
suppose protect screen ordered really wasnt enough good thing theyre cheapi messed first heh perfectionist ocd like phone look good bubble,0.246,0.302,1
dont even fit screen right big filled dust inside cause bubble happen got money back,0.0,0.131,1
charger work iphone get error message reviewer must defective charger something wrong also charger get stuck look plug quite obvious button squeeze release bought keep travel bag retractable cord going buy another car home like much retractable cord great,0.131,0.213,1
work perfectly fit well droidx welllit end see car caution phone case protector may trouble getting charger way depending kinda case,0.309,0.095,0
product arrived time good condition quality good performs well would recommend item,0.565,0.0,0
first unit defective customer service representative sent replacement immediately perfect would recommend product vendor anyone,0.294,0.137,0
wanted cable use car really amazing cable iphone get charged le time original charger ordered recommend anybody looking cable,0.346,0.07,0
year household tried multiple bluetooth solution handsfree communication need weve acceptable result solution integrated gpsbut much regular driving doesnt include need load fullsize gps weve acceptable result visormounted bluetooth speaker unit let face sometimes want hold conversation dont include everybody carthe plantronics voyager proven value over three year demanding use fit comfortably ear excellent incoming outgoing audio clarity best outstanding ability hold charge long time generally count week charge even period heavy usewe liked enough buy threeone driver house,0.382,0.018,0
received unit unlocked sellersince unlocked use right away wataniya kuwaitthe device quadband use without worryreception pretty good least good sda nokiasthe screen nice since small hard time tapping fingernailsbattery time get hour internet radio gprs without running applicationsthe slideout keyboard another plus help texting need take learn operate press cap single cap press twice cap press dot numericsymbol press dot twice numericsymbolbut sometimes unit left handed friendly suggest direction button left dpad already right keyboard outaudio fine gsplayer tcpmp get almost complete audiovideo support also installed adp addon found slow unitprossliding keyboardtriple wireless quadband gsmedgedecent battery timecan use regular miniusb cable charge directly hostloud stereo speakerphoneclear screenexceptional receptionconslimited function want obex exchange phone number among phonesrelatively small screen hard tap fingernailsmhz cpu may help save batteryminisd support similar product htc magicial prophet take standard sdrequires hxx headphone adaptor use regular headphonesconclusion phone good consider data phone mobile internet messaging regular phonesome useful resource howardforums aximsite xdadevelopers modaco,0.149,0.07,0
purchased upgrade jawbone icon big mistake first one got defective box second one static time even foot phone firmware update icon sound better top line high cost expected finally returned went back icondont waste money,0.11,0.189,1
received item estimated time framewhen inserted cable base unit fell aparti dont think quality assurance ontheball letthis one slip throughthe cable alone well worth purchase pricenuff said,0.129,0.13,1
pleased case one piece slip fairly easily real grippy like enough grab hold onto go holder pocket easy enough stand back work great stand closed flush back case lay flat case stand hinge part sick blue nice true line image really like price amazing,0.42,0.051,0
deal samsung gophone know everyone phone nothing better flip phone manage time better online smart phone stay focus phone tablet,0.11,0.196,1
sound quality excellent earpiece flimsy irreplacable terrific electrical engineering poor mechanical engineeringi loved wasnt broken even wind didnt seem bother headset much voice quality great transmission reception earpiece incredibly flimsy cant replaced got new headset first time warranty second time broke could gotten free replacement didnt want hassle scala ive using month happy even though sound windimmunity doesnt measure logitech,0.32,0.086,0
stated would work phone case difficult remove cover bee use,0.0,0.217,1
tried yagi antenna repeater never got signal finally put metal ground plane roof bar inside even though phone outside place bar downgraded everything wilson make requires adapter plug something else sure get right adapter,0.065,0.0,0
bought replace cingular phone work well package came europe charger cheap plug adapter manual everything seemed legitimate box wasnt sealed think product manufactured everything work welli miss nokia battery time okay reception seems fine havent able find driver vista yet havent able charge via usbi would buy unlocked phone,0.111,0.031,0
arkon phone holder wanted different one carm good product recommend measure distance windshield want phone buy right arkon product,0.295,0.0,0
phone fallen behind time comparision android iphone difficult use difficult type phone drop call frequently track ball work want small screen would want type anyways,0.083,0.308,1
device work described used samsung galaxy tab samsung focus come adapter cable use samsung device need focus galaxy tab good purchase would make airport outlet takeni still able charge device thank new trent,0.148,0.0,0
purchased local att store needed headset immediately two year old motorola finally died purchasing two replacement motorola worked week died change friend recently purchased jawbone told friend picked call airport said sounded great appealing wentthe jawbone dead arrival box wouldnt light charge att cheerfully replaced hour later day week later wire earloop diameter paperclip snapped go main body jawbone ship total either right left ear second failed two week later issue seems loop material either brittle small diameter name fashion shape jawbone little awkward carry worn computer case cant really flat pressure side bag snap thing happened put jacket pocket put seat belt car gently rubbed coat number two toast third one snapped half putting onone thing bring friend mirror look one pull ear funny stick never happened motorola going try blue ant next see one fair jawbone look like future good product reengineer ear loop arent fragile,0.186,0.099,0
consider much store dollar great product love blue lighting illuminates charging well cord long enough need charge fastthis isnt one cheap one mall kiosk something rip connection break wiring inside insulation eitherdefinitely must cell user,0.245,0.0,0
bought stopp working didnt long kinda disappointed ought one apple store,0.189,0.0,0
real thing apple sell work great advice careful using probably break time,0.363,0.0,0
love thing ive bought son cuz also music lover play music long trip riding around,0.464,0.0,0
looking scratch protection back phone doesnt hide beauty phone hardly add bulk allmine completely void logo picture showed boxwave logo back case mine arrived without wouldve wanted itif arent prone dropping phone case perfect well done boxwaveupdateafter couple day using case found uncomfortable top bottom case rounded almost sharp uncomfortable finger switched back case,0.142,0.128,0
spent time replace new iphone gsm replacement digitizer glass screen excited power disappointed apple sits light white background rather solid black backgroundit wasted time replace screen lcd spent money still stuck bad new screeni would never buy vendor crap part,0.121,0.231,1
finally ipad charger work tried numerous one started charge failed minute one charge way,0.0,0.202,1
ive handsfree device motorola speaker various others every one would get complaint staticy best one ive,0.206,0.108,0
bought wife christmas disapointed voice quality car talking barely hear car noise even radio low still annoying hear everything background almost price tag thought would better quality since step entry level bluetooth also havent found put left ear yet feel like going break try pull ear loop offi would recommend spending another buying jawbone bluetooth got one present work great fit better ear drastically reduces background noiseoverall impressed motorola thought would make better bluetooth price,0.251,0.052,0
two obvious limitation stand quite evident picture wont able charge device portrait orientation connector bottom device bother considerably check either rightangle connector else taller nonportable stand use device landscape orientation small portable stand using large device portrait orientation going semiunstable insist portrait orientation probably want buy bluetooth keyboard possibly mouse amazon sell wide assortment wouldnt buy motorola keyboard experience,0.048,0.073,1
original droid battery lasted full day first got progressively worse lasting day purchased oem replacement hoping get back full day despite following suggestion full discharge charging battery hasnt lasted full day yetso kinda disappointed could phonebut thinking battery,0.113,0.131,1
nice looking drawback hard push side button unlike tmobile ugly cover,0.181,0.303,1
live bit valley otherwise flat denver colorado little indentation good cell phone reception home make thing worse spend day shop basement people calling constantly complained breaking hard receive call cell phone ring grab immediately run upstairs still bar make call dont even try shop upstairs weather nice onto deck sometimes maintain three bar needed correct brother recommended look various cell phone booster antenna reading many review got wilson model even arrived fearing desktop model would insufficient cover area need basement also ordered upgrade wall mount transmission antenna installed mast outside receiving antenna three roof line pointed towards correct closest cell tower carrier tmobile searching found exactly online installed upgraded inside transmission antenna went connect amplifier discovered even though model wilson sell recommends improve model range cable connect correctly need adapter get two different sized female cable connector together use better antenna wanting see work went ahead attached included desktop antenna top cabinet ground shop bottom centrally located stair hoping might sent signal nicely either side basement hopefully stair bit well read instruction well distance direction outside receiving antenna inside desktop sending antenna correct plugged light came everything powered perfectly stunned see phone immediately bar nearly everywhere basement bar farthest corner little desktop antenna addition upstairs family room computer desk straight stair desktop antenna happens placed improved three bar instead normal two thing exactly promised still getting adapter see difference optional antenna already purchased make hope still cover basement nicely also sending bit signal stair computer desk spend lot timereading instruction correctly place face antenna receiver roof sending antenna shop important knowing closest cell tower specific carrier key unit work well highly recommend unit,0.171,0.039,0
work good quality battery say battery fit charge power battery reasonable price,0.351,0.0,0
work great htc droid incredible imagine would work smartphone gadget micro usb connection morning phone charged topped almost full minute commute impressive also compact atractive design cool blue light let know charging cord short long like coiled would great deal twice price,0.301,0.033,0
lost original vacationthis new charger worked many month without hickup charge phone night mostly little extra time charger doesnt mattertwo daughter phone one lost original charger us phone complaint new chargeras electronics know get defective product however good product,0.152,0.197,1
honestly always loved specific model since take road worrying end losing leaving ever though doesnt exactly meet fast charging need high end phone work pretty well need patient,0.311,0.128,0
got product post box firstly say concerned packing original box box bubble wrap envelope inventoried every thing thankful part damagedi read instruction plugged charge several wall charge however wanted use device used mini desktop worked fine charging hour device went ahead charged wall make sure worked charged completely two hourswhen got began using battery used iphone iphone ipad retina display fifth generation ipod mini notebook new kendle gig reader impressive worked every device hadwhen got middle night took battery used flashlight stair light workedprosthe direction manual easy understand like came carry pouch fit purse even pocket stayed charged twenty hour running several device still charged went bed pointer worked great good rangeconswhile packing adequate think change delivered opened ripped two place flashlight wasnt great range light small light much help darki would recommend product anyone work advertised easy use easy store backpacker camper teen adult devise geek would love battery often impressed everything get device star,0.27,0.046,0
bought colleague work sometime never take thing found trap lot dust sand regular removal casing simple wiping solve problem,0.079,0.219,1
exactly say gone probably year last long time really cool blue light match interior gti really like,0.264,0.0,0
like methat us motorola droid nowthis must travelling poor cell coverage areasi used booster area dropped call regularlyeven area right near vzw toweri tested one nightone particular mile stretch road loses call zonesand lose call minute stretch made calland chose talk entire drivewithout loss call signal would waver yesbut across large hillsdeep valleysand area normally dropthis booster workedi impressed worth every penny,0.103,0.143,1
purchased new razr first thing went thru mind gonna buy new car charger vehicle wished would make adapter use accessory looking amazon found price cnat wrong couple dollar versus lot cheaper bought one see work saved dollar spend moto product,0.101,0.07,0
got burned bad generic back make point get good cable price cable fantastic considering fact nokia oem ive never one fail well built good balance thin thick,0.318,0.138,0
car get used old try havent issue since play music note doesnt sound beautiful might car speaker though sure,0.098,0.221,1
kidding price year got wet broke bought tmobile store sale piece exactly lot le price,0.081,0.163,1
tried many amp charger scosche disappointed android used discharge using navigation pandora decided try thisit work phone charge everything,0.0,0.147,1
